,stroma,plasmablast-enriched stroma,lymphoid structure,tumor-stroma boundary,myeloid-enriched stroma,tumor interior
86,0.08943945,0.20912504,0.18037625,0.12421992,0.1251969,0.27164242
87,0.08045474,0.22746028,0.19802953,0.115296185,0.11490453,0.26385477
88,0.094854034,0.23819458,0.15808477,0.13639483,0.060866054,0.31160575
89,0.06826292,0.1557487,0.14959048,0.113721885,0.17326246,0.33941346
90,0.07868573,0.15463342,0.13368176,0.1277451,0.13006715,0.37518686
91,0.059402846,0.12500553,0.09928403,0.114672974,0.21435118,0.38728338
92,0.056690585,0.091769174,0.11378623,0.106470436,0.21060832,0.4206752
93,0.066977255,0.1119685,0.109543435,0.1217785,0.122720465,0.4670119
94,0.07209347,0.1162598,0.084486276,0.13202861,0.13387159,0.46126026
95,0.0677846,0.09556001,0.0715683,0.1307045,0.10454405,0.5298385
96,0.072169825,0.107941724,0.07717561,0.13204432,0.17941314,0.43125543
97,0.07142832,0.11519173,0.0627274,0.13793397,0.16116776,0.45155084
98,0.07155262,0.10825288,0.053745367,0.14125569,0.15886198,0.4663314
99,0.052234884,0.058153313,0.06770036,0.108934686,0.21002486,0.5029519
100,0.055124015,0.07313825,0.06985316,0.112535246,0.26199162,0.42735776
101,0.046303477,0.05623388,0.06243095,0.10379545,0.23032765,0.50090855
102,0.048217617,0.06915849,0.046943806,0.1144197,0.24653484,0.4747255
103,0.05156277,0.053700645,0.028554965,0.12467427,0.2841399,0.45736748
104,0.05265071,0.079798855,0.04293706,0.12310879,0.26786426,0.43364036
105,0.057528675,0.079250835,0.047994744,0.12437614,0.3010083,0.3898413
106,0.06865593,0.10856346,0.056781273,0.13174357,0.3154623,0.31879354
107,0.081703074,0.12532954,0.059434526,0.14029102,0.31943896,0.2738028
108,0.06526998,0.08309504,0.07233401,0.12084535,0.29597655,0.362479
109,0.061188895,0.09800522,0.06763319,0.12010729,0.3188096,0.33425578
110,0.056767132,0.08673624,0.055662856,0.12056962,0.31160805,0.36865607
111,0.056249138,0.07557603,0.05915415,0.116270535,0.3304624,0.36228782
112,0.05055207,0.07805847,0.07316159,0.10693983,0.31546375,0.3758243
113,0.06422699,0.04683392,0.07847696,0.10692243,0.35700202,0.34653774
114,0.07928562,0.10050037,0.096613675,0.12218774,0.32624164,0.2751709
115,0.056369726,0.116377756,0.106867485,0.103454046,0.34769782,0.2692331
116,0.073926926,0.12947972,0.08993704,0.12276858,0.3214461,0.26244166
117,0.07479537,0.056734882,0.090225905,0.11378704,0.33815503,0.32630172
118,0.0825002,0.07361711,0.08436108,0.12360407,0.34487703,0.29104042
119,0.1099663,0.06331675,0.1094209,0.12364908,0.33347496,0.26017207
120,0.13080624,0.033185028,0.06709836,0.12336765,0.35976604,0.2857767
121,0.105698556,0.053937264,0.08046948,0.12783456,0.34387422,0.28818592
122,0.08256034,0.06762341,0.11584079,0.11573148,0.29595125,0.32229272
123,0.105257496,0.094959475,0.06852502,0.15101151,0.24022862,0.34001783
124,0.09162214,0.08465063,0.07160221,0.13428727,0.35420102,0.2636367
125,0.079812035,0.061371457,0.04149786,0.13667573,0.39092624,0.2897167
126,0.17131566,0.022862596,0.039040763,0.13336621,0.3623088,0.27110595
