,niche1,niche2,niche3,niche4,niche5,niche6,niche9,niche10
70,0.054054055,0.013513514,0.15675676,0.14324324,0.035135135,0.054054055,0.5432432,0.0
71,0.08231708,0.0030487804,0.16158536,0.17987806,0.021341464,0.051829267,0.5,0.0
72,0.06703911,0.005586592,0.14804469,0.19553073,0.025139665,0.033519555,0.5251397,0.0
73,0.040983606,0.0027322404,0.18306011,0.21857923,0.013661202,0.038251366,0.4945355,0.008196721
74,0.06027397,0.005479452,0.16164383,0.18630137,0.01369863,0.02739726,0.52328765,0.021917809
75,0.065902576,0.0,0.14899713,0.16045845,0.0028653296,0.017191976,0.5386819,0.065902576
76,0.039800994,0.0049751243,0.12935324,0.18159205,0.0074626864,0.024875622,0.53731346,0.07462686
77,0.061452515,0.0,0.13128492,0.22346368,0.01396648,0.03631285,0.46368715,0.0698324
78,0.06837607,0.0,0.14814815,0.21367522,0.008547009,0.025641026,0.45868945,0.07692308
79,0.08051948,0.0,0.10909091,0.24155845,0.01038961,0.028571429,0.42337662,0.1064935
80,0.047887325,0.0056338026,0.13802817,0.24225353,0.008450705,0.03380282,0.42535213,0.09859155
81,0.06865671,0.0089552235,0.13134329,0.25074628,0.017910447,0.026865672,0.39104477,0.104477614
82,0.07629428,0.005449591,0.16893733,0.26702997,0.013623978,0.029972753,0.35694823,0.081743866
83,0.0882353,0.0029411765,0.15,0.30588236,0.020588236,0.020588236,0.32352942,0.0882353
84,0.13312693,0.0030959751,0.17027864,0.3126935,0.024767801,0.043343652,0.24458204,0.06811146
85,0.14344262,0.008196721,0.15983607,0.27459016,0.028688524,0.05327869,0.2704918,0.06147541
86,0.20238096,0.005952381,0.1845238,0.2470238,0.041666668,0.020833334,0.21130952,0.08630952
87,0.21148036,0.009063444,0.23564954,0.20845921,0.042296074,0.03021148,0.13293052,0.12990937
88,0.18994413,0.01396648,0.22346368,0.24022347,0.047486033,0.01396648,0.11731844,0.15363128
89,0.16176471,0.00882353,0.24705882,0.20588236,0.04117647,0.023529412,0.097058825,0.21470588
90,0.2102102,0.012012012,0.24924925,0.16816817,0.027027028,0.05105105,0.06906907,0.21321322
91,0.2090909,0.009090909,0.27575758,0.18181819,0.05151515,0.018181818,0.054545455,0.2
92,0.24671052,0.013157895,0.32894737,0.17434211,0.032894738,0.029605264,0.013157895,0.1611842
